Format Version,1.25,Take Name,Take 2026-04-10 07.26.06 PM,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2026-04-10 07.26.06.729 ,Capture Start Frame,697804,Total Frames in Take,4210,Total Exported Frames,4210,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003,Rigid Body 001:Marker 004,Rigid Body 001:Marker 004,Rigid Body 001:Marker 004,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003,Rigid Body 001:Marker 004,Rigid Body 001:Marker 004,Rigid Body 001:Marker 004,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114,Unlabeled 1115,Unlabeled 1115,Unlabeled 1115,Unlabeled 1116,Unlabeled 1116,Unlabeled 1116
,ID,9CD38A742DEF11F1C49A80DE9094A5,9CD38A742DEF11F1C49A80DE9094A5,9CD38A742DEF11F1C49A80DE9094A5,9CD38A742DEF11F1C49A80DE9094A5,9CD38A742DEF11F1C49A80DE9094A5,9CD38A742DEF11F1C49A80DE9094A5,9CD38A742DEF11F1C49A80DE9094A5,"9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","9CD38A742DEF11F1:C49A80DE9094A5","5AF2852D350211F1:C49A80DE9097A5","5AF2852D350211F1:C49A80DE9097A5","5AF2852D350211F1:C49A80DE9097A5","5AF2852E350211F1:C49A80DE9097A5","5AF2852E350211F1:C49A80DE9097A5","5AF2852E350211F1:C49A80DE9097A5","5AF2852F350211F1:C49A80DE9097A5","5AF2852F350211F1:C49A80DE9097A5","5AF2852F350211F1:C49A80DE9097A5","5AF28530350211F1:C49A80DE9097A5","5AF28530350211F1:C49A80DE9097A5","5AF28530350211F1:C49A80DE9097A5","2FC:8EF3FB4034FA11F1","2FC:8EF3FB4034FA11F1","2FC:8EF3FB4034FA11F1","314:8EF3FB4034FA11F1","314:8EF3FB4034FA11F1","314:8EF3FB4034FA11F1","315:8EF3FB4034FA11F1","315:8EF3FB4034FA11F1","315:8EF3FB4034FA11F1","323:8EF3FB4034FA11F1","323:8EF3FB4034FA11F1","323:8EF3FB4034FA11F1"
,Parent,,,,,,,,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,,,,,,,,,,,,,,,,,,,,,,,,
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.620875,-0.420327,-0.439389,-0.494748,9.520471,322.341949,-11.790729,18.702547,264.992584,-61.778366,4.517774,301.704834,50.542252,0.383324,368.324799,43.638474,14.478284,354.345703,-79.565277,18.790409,265.084747,-62.537560,4.418918,301.979706,51.129356,0.392556,368.298553,43.678852,14.481254,354.101135,-79.528419,6.102716,230.084229,-3.745106,-16.106562,451.488007,-33.992680,-21.673315,503.893250,-38.446732,-41.374073,729.290833,-66.329254
1,0.004167,0.620672,-0.420533,-0.439403,-0.494817,9.554385,322.332336,-11.814642,18.692247,264.984528,-61.812172,4.563271,301.690216,50.517616,0.457942,368.312958,43.623104,14.504130,354.341736,-79.587120,18.805286,265.096497,-62.537895,4.417804,301.997375,51.143383,0.498624,368.249268,43.628460,14.484611,354.107025,-79.537598,6.098713,230.084579,-3.730325,-16.106369,451.499451,-33.976040,-21.670870,503.916809,-38.430897,-41.351143,729.298706,-66.332878
2,0.008333,0.620623,-0.420589,-0.439476,-0.494766,9.559072,322.356598,-11.786427,18.685595,265.008698,-61.785900,4.582551,301.714661,50.547073,0.475291,368.337372,43.653282,14.492899,354.365814,-79.560158,18.791885,265.114563,-62.551834,4.458688,301.995575,51.146755,0.500473,368.304321,43.685532,14.483224,354.116302,-79.518776,6.119242,230.086868,-3.730354,-16.071131,451.504150,-33.993534,-21.645578,503.912445,-38.429085,-41.334679,729.305115,-66.328156
3,0.012500,0.620557,-0.420590,-0.439742,-0.494611,9.552273,322.381897,-11.794011,18.672485,265.041962,-61.803776,4.615172,301.732208,50.540043,0.481519,368.354156,43.654861,14.439973,354.399323,-79.567169,18.796640,265.118469,-62.532520,4.461958,302.013031,51.155636,0.524133,368.316254,43.688023,14.416780,354.181946,-79.544632,6.126776,230.120377,-3.733865,-16.060583,451.504028,-33.984867,-21.627525,503.929138,-38.435501,-41.307888,729.322937,-66.328659
4,0.016667,0.620537,-0.420624,-0.439795,-0.494561,9.561893,322.396637,-11.783465,18.676422,265.055634,-61.793030,4.635476,301.748535,50.551968,0.498127,368.370117,43.665531,14.437593,354.412354,-79.558327,18.792442,265.128113,-62.529163,4.495414,302.026581,51.160881,0.532542,368.337646,43.700741,14.420144,354.192780,-79.531815,6.124522,230.137070,-3.724155,-16.048336,451.525238,-33.981998,-21.612890,503.939697,-38.429688,-41.292587,729.328003,-66.337685
