630, 53.201172, 2.61, 9.73, -0.40, 8.11, -4.90, -1.84 , 1.28, 0.04, 0.16 
637, 53.201172, 2.52, 9.63, -0.45, 8.12, -5.09, -1.84 , 1.28, 0.07, 0.26 
644, 53.201172, 2.64, 9.75, -0.39, 7.91, -5.03, -1.77 , 1.28, 0.04, 0.16 
650, 53.201172, 2.60, 9.62, -0.42, 7.81, -4.99, -1.74 , 1.28, 0.05, 0.21 
657, 53.201172, 2.49, 9.48, -0.29, 7.77, -5.03, -1.62 , 1.28, 0.07, 0.26 
663, 53.201172, 2.57, 9.37, -0.35, 7.77, -4.92, -1.62 , 1.28, 0.07, 0.26 
670, 53.201172, 2.50, 9.30, -0.28, 7.75, -4.81, -1.56 , 1.28, 0.05, 0.21 
676, 53.201172, 2.47, 9.20, -0.22, 7.77, -4.87, -1.64 , 1.28, 0.04, 0.16 
683, 53.201172, 2.60, 9.25, -0.27, 7.82, -4.66, -1.53 , 1.28, 0.05, 0.21 
689, 53.201172, 2.58, 9.15, -0.11, 7.93, -4.65, -1.59 , 1.28, 0.07, 0.26 
696, 53.201172, 2.58, 9.19, -0.22, 7.99, -4.67, -1.51 , 1.28, 0.05, 0.21 
702, 53.201172, 2.62, 9.20, -0.19, 8.04, -4.77, -1.42 , 1.28, 0.10, 0.40 
709, 53.201172, 2.66, 9.26, -0.24, 8.22, -4.86, -1.43 , 1.28, 0.07, 0.26 
715, 53.201172, 2.68, 9.32, -0.29, 8.07, -5.10, -1.24 , 1.28, 0.08, 0.30 
722, 53.201172, 2.77, 9.18, -0.49, 8.23, -4.76, -1.53 , 1.28, 0.10, 0.40 
728, 53.201172, 2.79, 9.53, -0.29, 8.45, -4.84, -1.35 , 1.28, 0.10, 0.40 
735, 53.201172, 2.77, 9.45, -0.45, 8.23, -4.98, -1.32 , 1.28, 0.04, 0.16 
742, 53.201172, 2.83, 9.67, -0.43, 8.14, -4.98, -1.45 , 1.28, 0.05, 0.21 
748, 53.201172, 2.65, 9.90, -0.44, 8.44, -4.73, -1.58 , 1.28, 0.07, 0.26 
755, 53.201172, 2.82, 9.47, -0.49, 8.41, -4.96, -1.40 , 1.28, 0.04, 0.16 
761, 53.201172, 2.88, 9.56, -0.43, 8.31, -5.02, -1.42 , 1.27, -0.01, -0.03 
768, 53.201172, 2.77, 9.63, -0.45, 8.22, -5.08, -1.38 , 1.28, 0.07, 0.26 
774, 53.201172, 2.72, 9.51, -0.47, 8.24, -5.01, -1.43 , 1.28, 0.11, 0.45 
781, 53.201172, 2.55, 9.67, -0.46, 8.36, -4.16, -1.61 , 1.28, 0.07, 0.26 
787, 53.201172, 2.70, 9.47, -0.50, 7.86, -4.90, -1.58 , 1.28, 0.13, 0.50 
794, 53.201172, 3.48, 9.25, -0.50, 8.20, -5.45, -1.54 , 1.28, 0.10, 0.40 
800, 53.201172, 2.68, 9.19, -0.53, 7.75, -4.76, -1.48 , 1.28, 0.08, 0.30 
807, 53.289062, 2.72, 9.24, -0.57, 7.93, -5.51, -1.47 , 1.28, 0.13, 0.50 
813, 53.289062, 2.76, 9.52, -0.40, 8.02, -4.22, -1.45 , 1.28, 0.08, 0.30 
820, 53.289062, 2.35, 9.10, -0.36, 7.81, -4.32, -1.65 , 1.28, 0.11, 0.45 
827, 53.376953, 3.07, 9.47, -0.36, 8.03, -4.31, -1.74 , 1.28, 0.09, 0.35 
833, 53.376953, 2.65, 9.40, -0.31, 7.91, -4.36, -1.63 , 1.28, 0.07, 0.26 
840, 53.376953, 2.80, 9.55, -0.42, 7.96, -4.73, -1.59 , 1.28, 0.08, 0.30 
846, 53.464844, 2.75, 9.77, -0.38, 8.16, -4.40, -1.57 , 1.28, 0.08, 0.30 
853, 53.464844, 2.58, 9.64, -0.29, 7.97, -4.04, -1.63 , 1.28, 0.08, 0.30 
859, 53.464844, 2.63, 9.67, -0.43, 8.18, -4.23, -1.65 , 1.28, 0.08, 0.30 
866, 53.464844, 2.49, 9.83, -0.51, 8.26, -4.51, -1.70 , 1.28, 0.09, 0.35 
872, 53.464844, 2.52, 9.81, -0.51, 8.20, -4.62, -1.55 , 1.28, 0.09, 0.35 
879, 53.464844, 2.46, 9.67, -0.55, 8.35, -5.04, -1.72 , 1.28, 0.08, 0.30 
885, 53.464844, 2.48, 9.71, -0.51, 8.40, -5.04, -1.67 , 1.28, 0.10, 0.40 
892, 53.464844, 2.63, 9.79, -0.53, 8.49, -4.80, -1.75 , 1.28, 0.08, 0.30 
899, 53.552734, 2.39, 9.68, -0.52, 8.46, -5.01, -1.77 , 1.28, 0.07, 0.26 
905, 53.552734, 2.76, 9.79, -0.52, 8.40, -4.98, -1.70 , 1.28, 0.07, 0.26 
912, 53.552734, 2.53, 9.52, -0.47, 8.35, -4.56, -1.75 , 1.28, 0.10, 0.40 
918, 53.552734, 2.56, 9.50, -0.61, 8.31, -4.49, -1.61 , 1.28, 0.10, 0.40 
925, 53.552734, 2.56, 9.38, -0.59, 8.24, -4.70, -1.86 , 1.27, 0.00, 0.02 
931, 53.552734, 2.70, 9.49, -0.57, 8.16, -5.36, -1.59 , 1.28, 0.05, 0.21 
938, 53.552734, 2.53, 9.52, -0.49, 8.09, -5.09, -1.85 , 1.28, 0.14, 0.55 
944, 53.552734, 2.59, 9.51, -0.58, 8.08, -4.80, -1.58 , 1.28, 0.08, 0.30 
951, 53.552734, 2.53, 9.02, -0.55, 8.20, -5.69, -1.70 , 1.28, 0.10, 0.40 
957, 53.640625, 2.98, 9.45, -0.48, 7.68, -4.91, -1.32 , 1.28, 0.10, 0.40 
964, 53.640625, 2.73, 9.43, -0.54, 7.71, -4.38, -1.61 , 1.28, 0.11, 0.45 
970, 53.640625, 2.74, 9.31, -0.57, 7.75, -4.09, -1.51 , 1.28, 0.11, 0.45 
977, 53.640625, 2.70, 9.41, -0.52, 7.81, -4.67, -1.51 , 1.28, 0.11, 0.45 
983, 53.640625, 2.78, 9.48, -0.61, 7.75, -5.10, -1.51 , 1.28, 0.15, 0.60 
990, 53.728516, 2.67, 9.26, -0.51, 7.94, -5.54, -1.60 , 1.28, 0.04, 0.16 
996, 53.816406, 2.30, 8.99, -0.53, 7.73, -6.50, -1.59 , 1.28, 0.04, 0.16 
1003, 53.816406, 3.17, 9.44, -0.50, 7.45, -5.28, -1.35 , 1.28, 0.04, 0.16 
