-2.20, -1.37 , 1.28, 0.04, 0.16 
13560, 2.312500, 10.03, -1.23, -0.52, 9.38, -2.37, -1.52 , 1.28, 0.03, 0.11 
13567, 2.224609, 9.95, -1.17, -0.67, 9.31, -0.70, -1.67 , 1.28, 0.04, 0.16 
13574, 2.312500, 10.20, -1.26, -0.56, 9.35, -1.61, -1.56 , 1.28, 0.04, 0.16 
13580, 2.312500, 9.91, -1.19, -0.49, 9.31, -1.34, -1.66 , 1.28, 0.03, 0.11 
13587, 2.224609, 10.01, -1.09, -0.56, 9.29, -1.50, -1.54 , 1.28, 0.04, 0.16 
13593, 2.312500, 10.02, -1.11, -0.57, 9.31, -1.55, -1.54 , 1.28, 0.04, 0.16 
13600, 2.224609, 10.04, -1.12, -0.54, 9.33, -1.52, -1.58 , 1.28, 0.03, 0.11 
13606, 2.224609, 9.98, -1.11, -0.54, 9.30, -1.48, -1.58 , 1.27, 0.00, 0.02 
13613, 2.224609, 9.93, -1.15, -0.57, 9.27, -1.51, -1.53 , 1.28, 0.04, 0.16 
13619, 2.224609, 10.00, -1.21, -0.56, 9.29, -1.48, -1.54 , 1.28, 0.04, 0.16 
13626, 2.224609, 9.96, -1.03, -0.54, 9.30, -1.54, -1.60 , 1.28, 0.04, 0.16 
13632, 2.224609, 10.02, -1.04, -0.59, 9.28, -1.51, -1.52 , 1.28, 0.04, 0.16 
13639, 2.312500, 9.97, -1.17, -0.61, 9.35, -1.46, -1.54 , 1.28, 0.04, 0.16 
13645, 2.312500, 9.97, -1.12, -0.58, 9.33, -1.53, -1.60 , 1.28, 0.04, 0.16 
13652, 2.312500, 9.95, -1.10, -0.57, 9.32, -1.53, -1.53 , 1.28, 0.04, 0.16 
13658, 2.312500, 10.00, -1.14, -0.60, 9.27, -1.53, -1.52 , 1.28, 0.04, 0.16 
13665, 2.224609, 9.97, -1.19, -0.57, 9.30, -1.56, -1.59 , 1.28, 0.04, 0.16 
13671, 2.224609, 9.95, -1.15, -0.45, 9.38, -1.58, -1.51 , 1.28, 0.04, 0.16 
13678, 2.312500, 10.01, -1.16, -0.51, 9.27, -1.52, -1.65 , 1.28, 0.03, 0.11 
13684, 2.312500, 9.94, -1.17, -0.56, 9.32, -1.54, -1.55 , 1.28, 0.04, 0.16 
13691, 2.312500, 9.99, -1.15, -0.54, 9.32, -1.61, -1.58 , 1.28, 0.03, 0.11 
13697, 2.224609, 9.97, -1.16, -0.46, 9.33, -1.54, -1.59 , 1.28, 0.04, 0.16 
13704, 2.312500, 10.00, -1.17, -0.41, 9.29, -1.56, -1.53 , 1.28, 0.04, 0.16 
13710, 2.312500, 10.00, -1.18, -0.54, 9.33, -1.51, -1.60 , 1.28, 0.11, 0.45 
13717, 2.224609, 10.00, -1.16, -0.54, 9.24, -1.61, -1.58 , 1.28, 0.03, 0.11 
13724, 2.224609, 10.04, -1.00, -0.64, 9.37, -1.78, -1.57 , 1.27, 0.02, 0.06 
13730, 2.224609, 10.01, -1.43, -0.72, 9.40, -1.83, -1.57 , 1.28, 0.03, 0.11 
13737, 2.312500, 10.09, -1.23, -0.56, 9.33, -1.59, -1.57 , 1.28, 0.03, 0.11 
13743, 2.224609, 10.00, -1.14, -0.51, 9.32, -1.46, -1.52 , 1.28, 0.03, 0.11 
13750, 2.312500, 9.99, -1.09, -0.52, 9.36, -1.47, -1.61 , 1.27, 0.02, 0.06 
13756, 2.224609, 10.02, -1.15, -0.47, 9.33, -1.41, -1.64 , 1.28, 0.04, 0.16 
13763, 2.312500, 10.00, -1.15, -0.59, 9.32, -1.55, -1.58 , 1.27, 0.00, 0.02 
13769, 2.312500, 10.02, -1.13, -0.60, 9.35, -1.49, -1.51 , 1.28, 0.04, 0.16 
13776, 2.312500, 10.03, -1.21, -0.53, 9.34, -1.46, -1.57 , 1.28, 0.03, 0.11 
13782, 2.312500, 10.03, -1.10, -0.56, 9.38, -1.40, -1.54 , 1.28, 0.03, 0.11 
13799, 2.312500, 10.00, -1.13, -0.51, 9.31, -1.48, -1.50 , 1.28, 0.03, 0.11 
13805, 2.312500, 9.98, -1.13, -0.63, 9.28, -1.47, -1.57 , 1.28, 0.03, 0.11 
13812, 2.312500, 10.04, -1.12, -0.57, 9.27, -1.52, -1.57 , 1.28, 0.04, 0.16 
13819, 2.312500, 9.95, -1.16, -0.49, 9.30, -1.50, -1.54 , 1.27, 0.02, 0.06 
13825, 2.224609, 9.96, -1.10, -0.57, 9.31, -1.53, -1.60 , 1.27, 0.02, 0.06 
13832, 2.312500, 10.04, -1.16, -0.49, 9.35, -1.59, -1.57 , 1.28, 0.04, 0.16 
13838, 2.312500, 10.02, -1.22, -0.60, 9.32, -1.48, -1.63 , 1.28, 0.03, 0.11 
13845, 2.312500, 10.00, -1.08, -0.56, 9.37, -1.47, -1.61 , 1.28, 0.04, 0.16 
13851, 2.224609, 10.01, -1.12, -0.63, 9.34, -1.47, -1.65 , 1.27, 0.02, 0.06 
13858, 2.224609, 10.02, -1.07, -0.67, 9.39, -1.43, -1.59 , 1.27, 0.02, 0.06 
13864, 2.312500, 10.06, -1.16, -0.57, 9.36, -1.54, -1.60 , 1.28, 0.03, 0.11 
13871, 2.224609, 10.03, -1.18, -0.56, 9.40, -1.50, -1.69 , 1.28, 0.03, 0.11 
13877, 2.224609, 9.99, -1.13, -0.57, 9.27, -1.50, -1.64 , 1.28, 0.03, 0.11 
13884, 2.312500, 9.97, -1.10, -0.58, 9.33, -1.44, -1.70 , 1.27, 0.02, 0.06 
13890, 2.224609, 10.00, -1.13, -0.62, 9.29, -1.44, -1.61 , 1.28, 0.03, 0.11 
13897, 2.312500, 9.94, -1.15, -0.61, 9.34, -1.55, -1.54 , 1.28, 0.04, 0.16 
13903, 2.312500, 9.93, -1.11, -0.53, 9.26, -1.52, -1.65 , 1.27, 0.00, 0.02 
13910, 2.312500, 9.99, -1.05, -0.51, 9.32, -1.48, -1.57 , 1.28, 0.03, 0.11 
13916, 2.312500, 9.98, -1.22, -0.52, 9.41, -1.42, -1.51 , 1.27, 0.02, 0.06 
13923, 2.224609, 9.99, -1.07, -0.54, 9.30, -1.45, -1.61 , 1.28, 0.03, 0.11 
13929, 2.224609, 10.06, -0.97, -0.45, 9.36, -1.52, -1.56 , 1.28, 0.03, 0.11 
13936, 2.224609, 10.02, -1.01, -0.54, 9.35, -1.43, -1.54 , 1.28, 0.03, 0.11 
13943, 2.312500, 10.04, -1.00, -0.59, 9.34, -1.47, -1.58 , 1.27, 0.02, 0.06 
13949, 2.312500, 10.04, -1.06, -0.51, 9.39, -1.47, -1.54 , 1.28, 0.04, 0.16 
13956, 2.224609, 9.96, -1.08, -0.58, 9.35, -1.54, -1.62 , 1.28, 0.03, 0.11 
13962, 2.312500, 9.95, -0.99, -0.53, 9.31, -1.48, -1.63 , 1.28, 0.04, 0.16 
13969, 2.312500, 9.95, -1.02, -0.58, 9.29, -1.49, -1.56 , 1.27, -0.06, -0.22 
13975, 2.224609, 9.95, -1.01, -0.50, 9.32, -1.43, -1.58 , 1.28, 0.05, 0.21 
13982, 2.312500, 9.95, -1.18, -0.54, 9.17, -0.96, -1.68 , 1.28, 0.04, 0.16 
13988, 2.312500, 10.13, -1.10, -0.56, 9.34, -2.68, -1.58 , 1.28, 0.04, 0.16 
13995, 2.312500, 9.86, -1.21, -0.60, 9.34, -1.43, -1.66 , 1.28, 0.05, 0.21 
14001, 2.224609, 10.13, -1.01, -0.56, 9.39, -1.44, -1.69 , 1.28, 0.08, 0.30 
14008, 2.224609, 10.06, -1.04, -0.61, 9.43, -1.45, -1.49 , 1.28, 0.04, 0.16 
14014, 2.224609, 10.07, -1.05, -0.64, 9.39, -1.61, -1.61 , 1.28, 0.04, 0.16 
14021, 2.312500, 9.93, -1.13, -0.61, 9.34, -1.13, -1.72 , 1.28, 0.04, 0.16 
14027, 2.312500, 9.97, -1.10, -0.65, 9.38, -1.47, -1.59 , 1.28, 0.04, 0.16 
14034, 2.312500, 10.02, -1.05, -0.65, 9.34, -1.40, -1.58 , 1.28, 0.04, 0.16 
14040, 2.224609, 10.02, -1.06, -0.51, 9.33, -1.46, -1.61 , 1.28, 0.05, 0.21 
14047, 2.312500, 9.97, -1.02, -0.62, 9.29, -1.38, -1.59 , 1.28, 0.05, 0.21 
14053, 2.312500, 10.03, -1.02, -0.59, 9.34, -1.43, -1.53 , 1.28, 0.04, 0.16 
14060, 2.312500, 10.06, -1.03, -0.56, 9.34, -1.46, -1.64 , 1.28, 0.04, 0.16 
14066, 2.224609, 9.96, -1.07, -0.53, 9.33, -1.44, -1.50 , 1.28, 0.04, 0.16 
14073, 2.312500, 9.96, -1.08, -0.51, 9.28, -1.53, -1.59 , 1.28, 0.04, 0.16 
14079, 2.224609, 9.96, -1.00, -0.64, 9.32, -1.42, -1.58 , 1.28, 0.05, 0.21 
14086, 2.224609, 10.00, -1.06, -0.55, 9.32, -1.48, -1.68 , 1.28, 0.04, 0.16 
14093, 2.312500, 9.95, -0.99, -0.55, 9.36, -1.49, -1.61 , 1.28, 0.04, 0.16 
14099, 2.224609, 10.04, -1.08, -0.63, 9.35, -1.52, -1.49 , 1.28, 0.04, 0.16 
